logFC AveExpr t P.Value adj.P.Val B GENE
GRIN2D 0.05558771 13.8380087 0.2354502 0.8216894 0.922080727 -6.835260129 2906
GRIN3A -1.042146 3.938574 -0.7144477 0.5017855 0.766106161 -6.584507329 116443
GRIN3B -0.3903301 3.0139584 -0.5133124 0.6260786 0.834179921 -6.718317398 116444
GRINA 0.9117581 9.30539535 2.355076 0.05955022 0.2349562135 -4.6098313595 2907
GRINL1A -1.795484 3.3847417 -5.114628 0.002189357 0.03895476 -1.149246186 81488
GRIP2 -0.467637633333333 1.9493662 -1.49593966666667 0.456027445 0.585385123333333 -4.80992538533333 80852
GRIPAP1 0.01840722 9.19591705 0.07453825 0.8219732 0.9210903865 -6.8320432825 56850
GRK1 0.7215289 2.5191254 0.8011199 0.4536077 0.73447839 -6.51540668 6011
GRK4 1.457095 5.5345399 6.445947 0.0006598576 0.02173415 0.129545351 2868
GRK5 -1.309544 8.060964 -6.177817 0.0008268624 0.024248347 -0.109315548 2869
GRK6 -0.04180856 8.6070851 -0.2189142 0.8339731 0.92739366 -6.839558874 2870
GRK7 0.06419335 0.4550308 0.3312456 0.7517215 0.889978022 -6.804359365 131890
GRLF1 -0.807202033333333 6.19373746666667 -2.74928433333333 0.0584457026666667 0.215054246333333 -4.095074718 2909
GRM1 0.07156764 0.5633403 0.3943269 0.706973 0.872211683 -6.778521314 2911
GRM2 -0.4871662 2.6745214 -0.6080284 0.5654566 0.801272616 -6.660124667 2912
GRM3 -0.3423451 0.6861597 -1.260434 0.2543098 0.544716189 -6.054795807 2913
GRM4 -0.3031436 4.3873502 -0.4884701 0.6425543 0.84270895 -6.732097216 2914
GRM5 -0.51247343 1.23550765 -0.41601265 0.6491762 0.820872546 -6.624899315 2915
GRM7 0.75184937 1.5879128 0.704913685 0.5825418 0.7459132305 -6.425466932 2917
GRM8 -1.507919 3.601472 -1.738783 0.1327306 0.379404782 -5.457598249 2918
GRN -0.222243 14.2593151 -0.9908149 0.3600336 0.65710796 -6.342818146 2896
GRP -4.44772 5.0109661 -5.537442 0.00146275 0.031901973 -0.717074997 2922
GRPEL1 0.4938529 6.89818715 2.4979965 0.04671514 0.206171862 -4.4102657775 80273
GRPEL2 0.9349544 7.88102715 4.465511 0.07894036025 0.2168497795 -2.3864901885 134266
GRPR 0.435700733333333 2.69197983333333 0.948788066666667 0.3802601 0.595613158333333 -6.07258336766667 2925
GRRP1 -0.4603704 7.0835618 -1.28439125 0.309376695 0.473767264 -5.119635463 79927
GRSF1 0.5234527 10.9870101 2.55586 0.04314636 0.197521941 -4.329402354 2926
GRTP1 0.06226143 7.2044761 0.3213541 0.758841 0.892942822 -6.808019171 79774
GRWD1 0.42897265 5.7880686 1.3788465 0.2322396 0.508542579 -5.8963955475 83743
GRXCR1 0.4039893 0.6863202 1.774849 0.1262709 0.368354846 -5.409568512 389207
GSC 1.5569595 6.3903744 3.103199 0.063432567 0.2093382245 -3.6544965725 145258
GSC2 -0.7021187 2.1019845 -0.4890917 0.6421392 0.842418272 -6.731760116 2928
GSDMA -0.1101039 0.7236458 -0.2199985 0.8331661 0.927216267 -6.839286431 284110
GSDMB -0.7241677 7.2152447 -1.878675 0.1093529 0.337598237 -5.269734452 55876
GSDMC 0.2771363 1.5173045 0.3133064 0.7646527 0.895638878 -6.810917697 56169
GSDMD -2.083043 7.7688483 -4.165387 0.005908068 0.065569943 -2.216998341 79792
GSG1 0.7234546 3.8776217 0.5696018 0.5896199 0.814132357 -6.684797934 83445
GSG1L 0.395720145 2.8567083 0.2967028 0.7119756 0.8664283735 -6.726415101 146395
GSG2 0.9366945 2.33677885 1.71817205 0.247796295 0.4608668505 -5.3652163615 83903
GSK3A 0.2399949 11.9659847 1.1081 0.3102483 0.607579675 -6.223059489 2931
GSK3B -0.26218435 7.93875549 -0.80445886 0.45510268 0.7312280782 -6.5064084444 2932
GSN -1.380824 12.5016891 -4.626669 0.003589654 0.050323346 -1.680774831 2934
GSPT1 0.2182477 6.0047832 0.9979564 0.40521 0.5632170345 -5.726602854 2935
GSPT2 -2.267387 7.5234789 -3.644625 0.01077412 0.089733929 -2.862284903 23708
GSR 0.9009351 7.86257985 1.7897475 0.145689495 0.3825712025 -5.368644884 2936
GSS 0.08713619 11.1765665 0.4295576 0.6825142 0.86132204 -6.762236026 2937
GSTA1 -2.90963 4.4835018 -2.011982 0.09090179 0.301941172 -5.087437491 2938
GSTA2 -1.6468865 5.81595905 -1.3956695 0.21304055 0.4938495595 -5.894197639 2939
GSTA3 -1.707063 4.9736661 -1.394363 0.2126485 0.494069149 -5.896732165 2940
GSTA4 -0.9468146 9.3331908 -2.849624 0.02919414 0.157896691 -3.921569419 2941
GSTA5 -2.276836 5.3781455 -1.655321 0.1489372 0.404840964 -5.567492083 221357
GSTCD 0.097492 4.27459685 0.74046785 0.4488285 0.632544971 -6.1067633185 79807
GSTK1 0.02837849 8.5928399 0.08570835 0.9344866 0.971274872 -6.862868844 373156
GSTM1 -1.6327955 7.1660895 -2.9642703 0.025527624 0.1451693145 -3.764914414 2944
GSTM2 -4.009777 5.8148949 -11.20633 3.013789e-05 0.008596569 3.237606763 2946
GSTM3 -1.90786766666667 9.35044723333333 -4.79616366666667 0.0210210932333333 0.113868254333333 -2.03403795133333 2947
GSTM4 -2.48152333333333 5.57468553333333 -5.88303066666667 0.00818228143333333 0.0572573466666667 -0.674578683666667 2948
GSTM5 -2.7805345 5.60846945 -6.0235635 0.0016207376 0.030765382 -0.341027186 2949
GSTO1 -0.5034688 11.2373333 -1.41772 0.2063262 0.4857916375 -5.8679812075 9446
GSTO2 0.07566512 8.8657069 0.1916665 0.8543249 0.935726794 -6.845969702 119391
GSTP1 -0.46121622 14.559998 -0.65927138 0.53431764 0.7847263556 -6.6247476777 2950
GSTT1 -5.195998 5.6980414 -1.514789 0.1806804 0.451295546 -5.7477598345 2952
GSTT2 -3.317792 8.7897953 -2.600172 0.040947205 0.1913484395 -4.2677383655 2953
GSTTP1 0.8845555 2.696719 0.8171821 0.445051 0.728428558 -6.501896763 25774
GSTZ1 1.051141 10.5314105 3.759232 0.00940601 0.083348731 -2.716697387 2954
GSX1 -0.4765706 2.5317161 -1.597197 0.1613328 0.423879101 -5.642862219 219409
GSX2 0.1383404 0.6341466 0.4741529 0.6521527 0.846623016 -6.739752373 170825
GTDC1 -0.22558775 4.51097345 -0.9587165 0.0713278 0.2335115475 -4.1478682985 79712
GTF2A1 -0.401720166666667 4.3067415 -1.4386622 0.262570133333333 0.496935363 -5.75756070733333 2957
GTF2A1L 0.4322526 2.4787701 0.3211841 0.7589637 0.892970176 -6.808081151 11036
GTF2A2 0.1399415 10.2549605 0.7551961 0.4787156 0.751032812 -6.552831254 2958
GTF2B -0.2353983 9.4617491 -0.8985991 0.4034822 0.697725186 -6.43019277 2959
GTF2E1 0.06669183 8.5065214 0.1966675 0.8505799 0.934284631 -6.844855973 2960
GTF2E2 0.06218103 8.1699877 0.2079565 0.8421418 0.930716435 -6.842237838 2961
GTF2F1 -0.04865477 10.8186371 -0.1632883 0.8756523 0.944819046 -6.851752226 2962
GTF2F2 -0.79913165 9.25313405 -4.2678555 0.005753636 0.0631058875 -2.1052721885 2963
GTF2H1 0.3440623 8.6662395 1.741954 0.13215 0.378321725 -5.453388219 2965
GTF2H2D 0.393692 9.5995377 1.698332 0.1403595 0.391693933 -5.511089979 730394
GTF2H3 0.1452845 6.6800952 0.7225933 0.4971148 0.763156121 -6.578292663 2967
GTF2H4 -0.3059379 6.9208643 -1.114755 0.3076027 0.60492064 -6.215994782 2968
GTF2H5 0.4314605 10.9553744 2.319008 0.05952728 0.237994926 -4.660616521 404672
GTF2I -0.35149296 9.31500515 -1.07267746666667 0.380181366666667 0.623080942333333 -6.165081378 2969
GTF2IRD1 -0.30461525 7.9355756 -1.59959405 0.241773765 0.4738523965 -5.5469243405 9569
GTF2IRD2 -0.6771942 7.708153475 -2.9177679 0.193771277 0.358998385 -3.89152680475 84163
GTF3A 0.4221969 11.591021 1.536381 0.1753513 0.443905985 -5.720571614 2971
GTF3C1 -0.02109623 8.5945454 -0.05107602 0.9609228 0.983201266 -6.865600498 2975
GTF3C2 0.2503924 7.03400015 1.0366156 0.35862165 0.6364643835 -6.268031645 2976
GTF3C3 -0.5665241 8.05540585 -1.519238 0.18366025 0.4524294515 -5.737438279 9330
GTF3C4 0.21559315 7.02213515 0.6856774 0.5428406 0.763956398 -6.5538411165 9329
GTF3C5 -0.1631569 10.2763613 -0.8472054 0.4293711 0.717344798 -6.476074071 9328
GTF3C6 -0.3353104 12.7422682 -1.362382 0.2219961 0.506054205 -5.93524761 112495
GTPBP1 -0.04373274 8.52071646666667 -0.205318766666667 0.523704033333333 0.728645437 -6.42910032833333 9567
GTPBP10 0.3778528 8.9325526 1.648652 0.1503118 0.406896648 -5.576192029 85865
GTPBP2 -0.08669355 6.7727828 -0.5842509 0.4748176 0.6779138215 -6.296844635 54676
GTPBP3 -0.08991304 8.3012499 -0.4688214 0.6557458 0.848522447 -6.742549093 84705
GTPBP4 0.5389816 10.2559624 1.568495 0.1678112 0.433383992 -5.679691907 23560
GTPBP5 0.251145263333333 7.33318876666667 1.02151833333333 0.375518686666667 0.563663813333333 -5.47919728566667 26164
GTPBP6 0.7072098 10.4799128 2.7555335 0.03310291 0.169987692 -4.051640302 8225
GTPBP8 -0.2839774 9.8838029 -0.9210749 0.3925379 0.687953721 -6.409481363 29083
GTSE1 2.877399 3.6416225 5.003523 0.0046187344 0.051433544 -1.3643230405 51512
GTSF1 1.923124 1.5795905 4.731492 0.003219065 0.047976543 -1.563540036 121355
GTSF1L -0.5790227 1.1162534 -1.739988 0.1325097 0.379021463 -5.455999219 149699
GUCA1A 0.1113992 1.9108541 0.1450826 0.8893964 0.951023262 -6.854979305 2978
GUCA1B -0.6756668 4.26658425 -2.3808355 0.085261485 0.2677975865 -4.5691827065 2979
GUCA1C 0.5218489 1.0100312 1.024212 0.3452403 0.643234521 -6.309659669 9626
GUCA2A 0.7063629 2.8426019 0.8600681 0.4227789 0.712407451 -6.464787431 2980
GUCA2B 0.5954532 2.5975249 1.141982 0.2969755 0.592910522 -6.186807818 2981
GUCY1A2 1.846274 2.5576766 2.128181 0.07740097 0.27643643 -4.926710846 2977
GUCY1A3 -0.24024684 9.0910217 -0.4770514 0.6684211 0.841314932 -6.68480531 2982
GUCY1B2 0.8686089 1.6765099 0.9249967 0.3906516 0.686010134 -6.405827992 2974
GUCY1B3 -0.9397101 6.75317 -1.979159 0.09513199 0.310241164 -5.132562899 2983
GUCY2C 1.546455 2.8227336 1.641646 0.1517688 0.409060167 -5.585316743 2984
GUCY2D 0.1053728 0.8322174 0.2796609 0.7891279 0.907114155 -6.822263254 3000
GUCY2F 0.06247854 2.5645953 0.2740975 0.7932014 0.908924451 -6.824018598 2986
GUCY2G 0.7172586 2.0012746 2.294469 0.06156309 0.243167699 -4.694922321 390003
GUF1 -0.886 5.5738173 -2.537218 0.04424441 0.200287842 -4.355438621 60558
GUK1 0.4126964 12.98550695 1.9402935 0.10886692 0.3313929365 -5.179087769 2987
GULP1 -2.0157895 6.2366146 -4.075332 0.0068745705 0.0700387155 -2.3312069145 51454
GUSB 0.15048462 12.65310678 0.69824275 0.51531534 0.7694790459 -6.5881166968 2990
GUSBL1 0.3293028 9.83997066666667 0.789888233333333 0.4611785 0.737803756 -6.52182911566667 387036
GUSBL2 0.2719156875 7.818408525 0.69169815 0.2940685345 0.43660997 -4.4374213745 375513
GVIN1 -0.244998866666667 2.9047374 -0.8496713 0.341725006666667 0.582402333666667 -6.00082509933333 387751
GYG1 -0.4332712 8.466833 -2.1241865 0.078580555 0.278138064 -4.93185006 2992
GYG2 -0.2644811 6.24201975 -0.4884096 0.6462999 0.8396746325 -6.72171206 8908
GYLTL1B 1.045147 8.5485277 1.415004 0.2068077 0.486463239 -5.871636222 120071
GYPA 0.334264045 1.34154575 0.42704275 0.69363665 0.859690506 -6.733334484 2993
GYPB 0.079472875 0.65923725 0.4388652 0.67788945 0.8561037435 -6.7522499625 2994
GYPC -1.706527 7.6377437 -7.243745 0.0003514089 0.016331652 0.790708086 2995
GYPE 0.008032568 2.5069563 0.01312392 0.9899544 0.995572545 -6.867006352 2996
GYS1 0.0002587224 10.0739175 0.001233449 0.9990558 0.999455484 -6.867104875 2997
GYS2 0.07262331 0.7006901 0.399663 0.7032427 0.870325431 -6.776139415 2998
GZF1 0.053685215 6.3519213 0.28573215 0.6860996 0.853293014 -6.7126361255 64412
GZMA -0.6511358 6.5342294 -0.9644813 0.3720495 0.669316455 -6.368407433 3001
GZMB -0.4818366 6.0912482 -0.7004015 0.5099084 0.771235008 -6.59508436 3002
GZMH -0.8685541 6.4806019 -1.355072 0.2241842 0.508856972 -5.943985755 2999
GZMK -0.6389628 5.209372 -1.366535 0.2207615 0.504921812 -5.930272063 3003
GZMM -0.09435173 5.9527836 -0.4008559 0.70241 0.869896622 -6.775602755 3004
H19 2.032003 6.9957658 2.279081 0.06287651 0.246420515 -4.716425954 283120
H1F0 -0.538679 11.1740808 -0.9703461 0.3693464 0.666324513 -6.362751582 3005
H1FNT -0.08492772 5.0845009 -0.2515339 0.8097944 0.916396353 -6.830784525 341567
H1FOO 0.4476128 1.9644081 0.6331644 0.5499809 0.793935601 -6.643217018 132243
H1FX 0.07959012 9.7160321 0.2335241 0.8231174 0.922694134 -6.835776651 8971
H2AFB2 -0.140128 3.1060695 -0.573899 0.5868879 0.81231 -6.682110064 474381
H2AFJ 0.6179429 12.8689295666667 1.07855843333333 0.390643333333333 0.613521932333333 -6.13729456666667 55766
H2AFV -0.404895485 8.86963155 -0.9765192 0.48998395 0.654046925 -6.1396838835 94239
H2AFX 0.8200122 11.3633254 2.900078 0.02732989 0.151677378 -3.852164171 3014
H2AFY 0.3842273 12.313117 1.693251 0.1413475 0.393201206 -5.517780058 9555
H2AFY2 -1.554222 6.1474028 -2.636725 0.03870752 0.185897693 -4.216627565 55506
H2AFZ -0.351217166666667 11.5786829 -1.33601933333333 0.231843033333333 0.516882618 -5.96427782 3015
H2BFXP -0.7240811 3.8132981 -3.299022 0.0164265 0.113480484 -3.312877457 767811
H3F3A -0.090207348 14.7925233 -0.42293536 0.59702792 0.8074517182 -6.6509464254 3020
H3F3B -0.588351 13.5104817 -2.55767833333333 0.0431034833333333 0.197280860333333 -4.32689234266667 3021
H6PD -0.935591949333333 5.43639996666667 -2.81865475333333 0.336112104 0.382543824666667 -3.76618483066667 9563
HAAO -1.34323 5.3932623 -6.744375 0.000517694 0.019387682 0.385265638 23498
HAB1 -1.096022 5.5621836 -2.84848 0.02923797 0.158035417 -3.923145759 55547
HABP2 0.4347168 0.8997578 1.142018 0.2969618 0.592909343 -6.186769158 3026
HABP4 -0.2464537 8.1164483 -0.942171 0.3824738 0.678885728 -6.389693406 22927
HACE1 -1.673033 6.8429097 -2.933217 0.02617559 0.147822636 -3.80670494 57531
HACL1 0.3732234 11.486318 1.177474 0.2835898 0.578370506 -6.148089868 26061
HADH 0.3870981 10.1788586 1.8132101 0.202570215 0.4240243225 -5.2772204545 3033
HADHA 0.075753345 7.57679 0.36390705 0.7313212 0.881232872 -6.780775771 3030
HADHB 0.2837244 12.4007682 1.298259 0.2418622 0.530061132 -6.011038843 3032
HAGH 0.2080807 11.4408894 0.7703507 0.4703251 0.745902054 -6.540680601 3029
HAGHL 0.6291716 7.2902102 1.929023 0.1019795 0.323601104 -5.201201833 84264
HAL 0.2899873 0.4920243 1.266546 0.252261 0.542786861 -6.047775476 3034
HAMP 0.01969189 5.082543 0.05725305 0.9562026 0.981539659 -6.865214504 57817
HAND1 0.0826703 0.6553614 0.4549506 0.6651413 0.853686178 -6.749687441 9421
HAND2 -2.842977 2.3362896 -2.997958 0.02406984 0.140477626 -3.718206683 9464
HAO1 1.825944 3.1924387 5.55385 0.001440677 0.031648607 -0.700815247 54363
HAO2 0.2334905 1.3366956 0.4112583 0.6951682 0.865984784 -6.77085902 51179
HAP1 -0.1821333 2.22782485 -1.2940569 0.408736785 0.5314517745 -5.359240068 9001
HAPLN1 1.346407 2.6531271 1.219546 0.268395 0.560787233 -6.101251554 1404
HAPLN2 -1.889859 4.3256144 -6.914682 0.0004524693 0.018127531 0.526613977 60484
HAPLN3 -0.5200337 3.8484554 -0.4732949 0.6527302 0.846827755 -6.740204425 145864
HAPLN4 -0.207776166666667 2.71024216666667 -0.0392200333333333 0.510181133333333 0.743310258 -6.50920451366667 404037
HAR1A -0.4016584 5.9388543 -1.672111 0.1455302 0.39935649 -5.54553565 768096
HARBI1 0.7717693 6.4385843 3.478234 0.0131696 0.100783957 -3.077113906 283254
HARS 0.2099885 9.6960396 0.9337759 0.4023133 0.675142694 -6.37111299 3035
HARS2 -0.5350554 9.5821915 -3.056949 0.02231048 0.13471577 -3.637951859 23438
HAS1 0.6462235 1.0607645 0.9777437 0.365959 0.662869967 -6.355582131 3036
HAS2 -0.05785941 0.5902175 -0.1765826 0.8656456 0.94039232 -6.849157207 3037
HAS3 -0.5466257 3.38895705 -0.6472026 0.54416 0.7879338015 -6.6275609675 3038
HAT1 -0.06312877 10.9049297 -0.2094273 0.841044 0.930579504 -6.841886127 8520
HAVCR1 -0.1602245 0.6333346 -0.4723528 0.6533647 0.847267943 -6.740699909 26762
HAVCR2 1.0155616 4.57345816666667 2.050017 0.140567223333333 0.357620651333333 -5.00894211733333 84868
HAX1 -0.2076922 11.6835692 -0.5978671 0.5717875 0.804326999 -6.666788212 10456
HBA1 -0.4448809 12.0161757 -0.188159 0.8569541 0.93696507 -6.846733941 3039
HBA2 -0.46381925 10.08445825 -0.1970247 0.85032105 0.934104207 -6.844718636 3040
HBB 0.092354296 14.13682363 0.040282516 0.96917605 0.9866525021 -6.8661294659 3043
HBBP1 0.03852532 1.5288757 0.04032962 0.9691388 0.986584522 -6.866167197 3044
HBD -0.62267253 6.72873265 -0.59801994 0.63441235 0.7861464115 -6.5082550385 3045
HBE1 0.148529022 2.646366 0.482175565 0.67914495 0.830108197 -6.6123330465 3046
HBEGF -0.75023195 5.47773565 -1.61316 0.1583223 0.4185983955 -5.621734984 1839
HBG1 -1.22890145454545 4.96336208181818 -0.3721415 0.726040145454545 0.878109753636364 -6.775815279 3047
HBM -0.372162 5.0226517 -0.400972 0.7023291 0.869867729 -6.775550472 3042
HBP1 0.095246555 8.1982038 0.3458281 0.7425512 0.887293528 -6.7938472295 26959
HBQ1 -0.4405287 5.856495 -0.311662 0.7658422 0.896196393 -6.811501205 3049
HBS1L -0.865518466666667 4.776732 -2.4587292 0.195329643666667 0.387175041666667 -4.47738043833333 10767
HBXIP 0.1375704 12.8255574 0.5647633 0.5927048 0.815845877 -6.687802663 10542
HBZ 0.05582126 3.4207297 0.2089 0.8414375 0.930667665 -6.842012489 3050
HCCA2 -1.258608 9.8051812 -5.753892 0.001199964 0.028994309 -0.505546244 81532
HCCS -0.452345865 6.0031985 -0.435445745 0.6491237 0.8181187675 -6.614230342 3052
HCFC1 -0.09978158 6.1795524 -0.3828762 0.7150077 0.875624441 -6.783530013 3054
HCFC1R1 -1.010247 11.1031549 -3.228018 0.01795372 0.119236688 -3.407476491 54985
HCFC2 -0.6859013 7.70820475 -2.305136 0.09871381 0.2886480315 -4.667721565 29915
hCG_1641703 0.5299891 12.9972257 1.905332 0.105385 0.330392384 -5.233502443 127545
hCG_1643808 -2.14579 3.3665335 -2.883649 0.02792243 0.153827946 -3.874738885 100130933
hCG_1644608 -0.03293689 1.3328281 -0.06960833 0.9467672 0.977404073 -6.864310528 642869
hCG_1647286 -0.02889721 2.1925152 -0.03842584 0.9705947 0.98704227 -6.866253705 728690
hCG_1655019 -0.7496663 0.9395848 -1.598094 0.1611344 0.423584212 -5.641707813 440084
hCG_1657980 0.5097313 3.3891227 0.5813231 0.5821856 0.809635237 -6.677423861 200726
hCG_17324 -0.02971693 0.9728169 -0.03653655 0.9720397 0.987600349 -6.866335422 200373
hCG_1732469 0.3942695 3.4973611 1.002662 0.3547293 0.651871049 -6.33114534 729164
hCG_1745121 -1.176806 2.0521545 -1.881433 0.1089355 0.336794687 -5.26599097 729920
hCG_1771830 0.4729366 6.7390096 1.271924 0.2504701 0.540840996 -6.041581375 654254
hCG_1774568 0.126015805 7.3701959 0.223087225 0.8323826 0.9258480755 -6.8295831805 100134018
hCG_1776007 -5.031277 6.3513082 -9.138694 9.653641e-05 0.010035997 2.109464392 146713
hCG_1776259 -1.756227 7.30232 -6.111299 0.0008754796 0.024924111 -0.169954365 79938
hCG_1783494 -2.19183 6.1444546 -4.734925 0.003207683 0.04790772 -1.559729757 645954
hCG_1790474 -0.1422032 6.1254124 -0.7757472 0.4673622 0.744034176 -6.536306151 643896
hCG_1811732 0.1243572 5.343102 0.5573537 0.5974472 0.818576579 -6.692359416 151534
hCG_1814486 -0.9485538 1.2265198 -1.497347 0.1849451 0.457509753 -5.76976865 728724
hCG_1815491 1.363163 10.9745135 2.999675 0.02401655 0.140349492 -3.715865659 643911
hCG_1815504 -0.8847442 0.9900962 -0.724153 0.4962238 0.762580784 -6.57709597 440132
hCG_1818231 -3.503132 4.7720061 -8.406015 0.0001543913 0.011611429 1.637009095 728978
hCG_1820661 0.4300137 4.1586041 1.094642 0.3156562 0.614029734 -6.237260425 400752
hCG_18290 0.128701 13.7773467 0.5489365 0.6028609 0.821610117 -6.697470022 644907
hCG_19809 0.0134627 11.7560736 0.03970923 0.9696132 0.986724317 -6.866195847 647030
hCG_1981531 -3.278459 3.5848923 -3.360849 0.0152123 0.108712773 -3.231044557 728586
hCG_1983332 0.3334757 14.1910931 1.511024 0.181529 0.452590941 -5.752594303 441246
hCG_1983896 -0.2433557 3.7511542 -0.4076127 0.6977022 0.867265021 -6.772534579 642696
hCG_1984468 0.5041617 13.14608425 1.806268 0.12308459 0.3600784175 -5.365460078 389672
hCG_1988300 0.5420408 12.0251769 1.588875 0.1631863 0.426783633 -5.653568383 728638
hCG_1990547 0.432825466666667 4.7756085 1.06261933333333 0.02834323 0.133585230666667 -3.08554672333333 286042
hCG_1993592 -1.0643718 4.11469765 -2.0052705 0.115920705 0.331200442 -5.078934174 644903
hCG_1994895 0.1470858 0.8110951 0.8056839 0.4511644 0.732919562 -6.511589757 729866
hCG_1999814 0.0456912 0.4257391 0.2064916 0.8432354 0.931275245 -6.842585706 642620
hCG_2007354 -0.8761773 1.1271673 -1.042659 0.3372817 0.635314072 -6.291015875 647589
hCG_2008140 0.07797153 8.60298465 0.3074685 0.5227451 0.7561152045 -6.5431062115 729614
hCG_2009921 0.24664586 4.9919452 0.209045 0.6489971 0.838962763 -6.7086140285 441204
hCG_2019139 -0.4771435 0.988249 -0.3928898 0.7079791 0.872663764 -6.77915763 643659
hCG_2036596 1.989249 1.3813503 2.435341 0.0507899 0.216219737 -4.497875969 728716
hCG_2039148 -1.245859 4.5433426 -5.922657 0.001032155 0.026794963 -0.344999839 100132356
hCG_20426 -1.2472838 8.15645015 -2.80463 0.1137515245 0.2844632435 -4.027547137 441869
hCG_2045899 -0.6588283 5.0165165 -2.02072 0.08980808 0.300104713 -5.075401969 353281
hCG_21078 0.4713814 14.2146936 1.46858 0.1923273 0.467361057 -5.805663374 389435
HCG18 -0.263292333333333 7.80917446666667 -0.896778166666667 0.359954933333333 0.589509511666667 -6.04953735666667 414777
HCG22 0.06068722 0.6291759 0.3248497 0.756322 0.891781117 -6.806738054 285834
HCG26 -2.421636 3.6961828 -2.192305 0.07084675 0.263527228 -4.837509934 352961
HCG27 -0.8197404 3.2949767 -1.571444 0.1671343 0.432313419 -5.675919807 253018
HCG4 -1.789402 3.8335863 -2.44305 0.05026065 0.214819903 -4.487092455 54435
HCG4P6 -0.00114722666666667 1.47426996666667 0.145989266666667 0.741193233333333 0.885892980333333 -6.79786772866667 80868
HCG8 -0.1218959 4.0203193 -0.3138485 0.7642607 0.895496771 -6.810724702 80869
HCG9 0.08390474 2.8149921 0.1945993 0.8521282 0.934821956 -6.845320003 10255
HCK 0.5286232 5.8384922 0.9935572 0.3588002 0.655808387 -6.340124948 3055
HCLS1 -0.1910647 9.4580502 -0.376504 0.7194965 0.876792114 -6.786256471 3059
HCN1 -0.49469633 1.14812575 -0.338979865 0.73819455 0.877621573 -6.726175899 348980
HCN2 -0.02317064 16.6503986 -0.1170897 0.9106098 0.960678214 -6.859202458 610
HCN3 -0.1613402 5.5291782 -0.3003524 0.7740426 0.899757141 -6.815433844 57657
HCN4 0.04950099 15.5908181 0.2139029 0.8377062 0.92911641 -6.840800853 10021
HCP5 -1.419891725 6.221244575 -1.752562 0.132081825 0.375854773 -5.4374094645 10866
HCP5P10 -0.2448453 2.4853592 -0.586858 0.5786944 0.807674579 -6.67389522 352990
HCRT -0.01453546 9.4674103 -0.07880656 0.9397489 0.97381464 -6.863523394 3060
HCRTR1 0.1765782 6.0736743 0.6637838 0.5314904 0.783323163 -6.621815998 3061
HCRTR2 0.04503123 0.5345513 0.2308678 0.825088 0.923321122 -6.836482173 3062
HCST -0.4315584 7.7945125 -1.228254 0.2653394 0.55712854 -6.091432954 10870
HDAC1 -0.089491835 11.70525119 -0.36642349 0.7293729 0.8800945384 -6.7799606087 3065
HDAC10 -0.001437097 7.0943017 -0.004067254 0.9968867 0.998730279 -6.867096206 83933
HDAC11 0.6629315 6.99278 2.429277 0.05121037 0.216963267 -4.506359434 79885
HDAC2 -0.684805 10.8202337 -3.41805 0.01417637 0.104976006 -3.155795511 3066
HDAC3 0.204246 7.8047008 1.040021 0.3384106 0.636276299 -6.293696092 8841
HDAC4 -0.0443801 6.759871825 -0.067101425 0.1669627985 0.278202366 -3.54461490175 9759
HDAC5 -0.888434066666667 9.18109 -3.335169 0.0252541413333333 0.133666161666667 -3.31214228033333 10014
HDAC6 -0.51122515 6.7988534 -1.657693 0.15066175 0.4054900695 -5.5620684985 10013
HDAC7 -0.87456565 10.2129019 -3.56535 0.0155223365 0.1048962335 -2.989981562 51564
HDAC8 -0.09380042 6.9846953 -0.30055205 0.7756034 0.9011453235 -6.8078407375 55869
HDAC9 -1.093345828 2.25625554 -3.137784858 0.423113047634 0.4973747516 -3.3303132756 9734
HDC -1.16756 6.2507379 -3.103837 0.02101175 0.130173936 -3.574436982 3067
HDDC2 -0.40892025 8.16407995 -1.21247705 0.28900685 0.5718764085 -6.084004194 51020
HDDC3 0.8863125 10.0499592 3.890064 0.008075221 0.076834936 -2.55293945 374659
HDGF -0.5676291 10.3398296 -1.125526 0.303361 0.600479532 -6.20450281 3068
HDGF2 -0.3903328 7.9658768 -1.707468 0.1386001 0.388849078 -5.499045298 84717
HDGFL1 0.3356038 1.3774582 0.4918234 0.640317 0.841597399 -6.730273908 154150
HDGFRP3 -0.6413034 9.2099634 -1.726533 0.1349974 0.383255997 -5.47384198 50810
HDHD1A -0.5396113 7.7869984 -2.07809 0.08295098 0.286242866 -4.996162871 8226
HDHD2 -0.3496573 12.1420806 -1.838633 0.1155941 0.3492025 -5.323918513 84064
HDHD3 0.3353324 6.1679764 1.081754 0.3209083 0.619272087 -6.250752432 81932
HDLBP 0.0906175666666667 8.07656803333333 0.486726833333333 0.298323053333333 0.522735880333333 -5.501332099 3069
HDX -1.552784 3.7158082 -2.080245 0.08270409 0.285844368 -4.993180351 139324
HEATR1 0.196614765 5.36475915 0.682734935 0.5997241 0.745419989 -6.386916029 55127
HEATR2 0.1233283 8.7318968 0.3324446 0.7508604 0.889637019 -6.803908491 54919
HEATR3 0.42958255 7.6827038 1.161764 0.2896684 0.5848220775 -6.165010543 55027
HEATR4 -0.1606539 3.1264403 -0.2893561 0.7820466 0.902986378 -6.819122248 399671
HEATR5A 0.4043463 7.05772 1.946359 0.09955749 0.318814849 -5.177509914 25938
